Date,CategoricalFeature1,CategoricalFeature2,Activity1,Activity2,Target,Activity3,Activity4,Activity5,Activity6,Activity7,Activity8,Activity9,Activity10,Activity11,Activity12,Activity13,Activity14,Activity15,Activity16
3/30/2017,Cat_1,Cat_4,NA,4284,40,2565,1862,NA,NA,702,NA,1519,1293,4665,5553,2936,NA,2137,NA
3/30/2017,Cat_3,Cat_4,NA,178,29,186,201,NA,NA,79,NA,44,62,471,605,257,NA,163,NA
3/30/2017,Cat_4,Cat_4,NA,700,41,2516,668,NA,NA,1570,NA,2735,7096,5077,8047,2368,NA,861,NA
3/30/2017,Cat_1,Cat_5,NA,87314,769,42688,41817,NA,NA,19354,NA,11284,27549,106170,102577,49511,NA,27241,NA
3/30/2017,Cat_3,Cat_5,NA,15840,65,7083,7208,NA,NA,3312,NA,1502,4064,14405,18797,8139,NA,3716,NA
3/30/2017,Cat_4,Cat_5,NA,6349,510,50151,20937,NA,NA,28103,NA,15802,59137,99841,133105,54018,NA,10801,NA
3/30/2017,Cat_1,Cat_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31,NA,NA,NA,NA
3/30/2017,Cat_1,Cat_7,NA,19037,204,56421,10561,NA,NA,40782,NA,7309,3026,10682,15896,5186,NA,1843,NA
3/30/2017,Cat_3,Cat_7,NA,1614,62,20832,1021,NA,NA,60219,NA,438,330,1272,1697,599,NA,227,NA
3/30/2017,Cat_4,Cat_7,NA,1930,43,75721,1503,NA,NA,119445,NA,6185,3282,5602,9426,3295,NA,254,NA
3/30/2017,Cat_1,Cat_8,NA,147814,1210,41910,54830,NA,NA,14655,NA,21545,47681,179802,217145,82459,NA,56726,NA
3/30/2017,Cat_3,Cat_8,NA,17645,32,4297,7274,NA,NA,1578,NA,1674,6784,19896,27548,12091,NA,6707,NA
3/30/2017,Cat_4,Cat_8,NA,3748,296,27120,19408,NA,NA,7743,NA,18867,70396,134183,150850,61062,NA,23164,NA
3/30/2017,Cat_1,Cat_9,NA,4700,65,3285,2798,NA,NA,553,NA,1073,2675,7660,8224,3782,NA,2350,NA
3/30/2017,Cat_3,Cat_9,NA,1928,67,726,1525,NA,NA,255,NA,959,745,2666,3385,1141,NA,432,NA
3/30/2017,Cat_4,Cat_9,NA,1825,148,3873,5504,NA,NA,894,NA,5183,9868,11799,20864,5424,NA,436,NA
3/31/2017,Cat_1,Cat_1,NA,3667,118,4632,2861,NA,NA,1737,NA,1089,1590,6293,7915,3612,NA,1341,NA
3/31/2017,Cat_3,Cat_1,NA,442,32,718,569,NA,NA,346,NA,130,261,1008,1271,556,NA,223,NA
3/31/2017,Cat_4,Cat_1,NA,187,45,2569,574,NA,NA,710,NA,865,3131,2965,3584,1421,NA,61,NA
3/31/2017,Cat_1,Cat_10,NA,693,59,1823,1177,NA,NA,4615,NA,270,288,933,1213,505,NA,186,NA
3/31/2017,Cat_3,Cat_10,NA,136,28,700,625,NA,NA,1714,NA,80,146,149,225,73,NA,81,NA
3/31/2017,Cat_4,Cat_10,NA,179,59,39421,3359,NA,NA,29688,NA,1713,2263,2542,2820,1174,NA,45,NA
3/31/2017,Cat_1,Cat_2,NA,37062,621,21719,22073,NA,NA,7465,NA,10405,11498,86299,97026,45191,NA,12837,NA
3/31/2017,Cat_3,Cat_2,NA,5157,110,3977,5685,NA,NA,1439,NA,1586,2130,12300,15679,6945,NA,2309,NA
3/31/2017,Cat_4,Cat_2,NA,1843,322,14217,9511,NA,NA,5792,NA,9051,21399,54862,69592,29400,NA,8621,NA
3/31/2017,Cat_1,Cat_3,NA,2192,61,2408,2370,NA,NA,1224,NA,549,901,3268,3880,2015,NA,535,NA
3/31/2017,Cat_3,Cat_3,NA,350,32,497,551,NA,NA,185,NA,59,153,719,767,538,NA,56,NA
3/31/2017,Cat_4,Cat_3,NA,455,114,2600,1062,NA,NA,616,NA,474,4171,3023,5258,1604,NA,61,NA
3/31/2017,Cat_1,Cat_4,NA,2416,45,2161,1634,NA,NA,866,NA,1192,1158,4304,4993,2408,NA,1797,NA
3/31/2017,Cat_3,Cat_4,NA,233,55,138,98,NA,NA,65,NA,43,192,325,451,211,NA,152,NA
3/31/2017,Cat_4,Cat_4,NA,767,96,2713,1118,NA,NA,1776,NA,2138,7703,4655,7168,2728,NA,764,NA
3/31/2017,Cat_1,Cat_5,NA,60484,909,44521,40492,NA,NA,17697,NA,11726,25284,107419,103513,61833,NA,28485,NA
3/31/2017,Cat_3,Cat_5,NA,7941,84,8605,8548,NA,NA,3473,NA,1497,4122,17418,17574,8690,NA,4121,NA
3/31/2017,Cat_4,Cat_5,NA,6180,520,43824,20124,NA,NA,29414,NA,18484,69817,98739,142375,48752,NA,12367,NA
3/31/2017,Cat_1,Cat_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,32,NA,NA,NA,NA
3/31/2017,Cat_1,Cat_7,NA,13914,114,44178,8855,NA,NA,29180,NA,3569,3224,10275,16120,5921,NA,1806,NA
3/31/2017,Cat_3,Cat_7,NA,833,47,16142,1214,NA,NA,28971,NA,324,432,1474,1902,659,NA,251,NA
3/31/2017,Cat_4,Cat_7,NA,1688,48,43846,1298,NA,NA,84376,NA,4223,3055,4585,8828,2419,NA,195,NA
3/31/2017,Cat_1,Cat_8,NA,95693,830,44044,51509,NA,NA,13378,NA,21098,49219,181427,208733,81442,NA,55783,NA
3/31/2017,Cat_3,Cat_8,NA,9711,62,4668,7257,NA,NA,1586,NA,1968,7406,21419,27748,11755,NA,6915,NA
3/31/2017,Cat_4,Cat_8,NA,3690,458,29596,20060,NA,NA,8685,NA,18711,64354,126935,162138,59029,NA,23346,NA
3/31/2017,Cat_1,Cat_9,NA,3829,116,2472,2837,NA,NA,582,NA,894,2514,6483,8253,3777,NA,2460,NA
3/31/2017,Cat_3,Cat_9,NA,1189,30,537,1396,NA,NA,230,NA,1117,974,2987,3261,1471,NA,622,NA
3/31/2017,Cat_4,Cat_9,NA,1697,185,4516,5654,NA,NA,963,NA,4845,9936,11342,22142,5102,NA,342,NA
4/1/2017,Cat_1,Cat_1,3492,294,42,4127,3208,86,NA,1745,255,928,1013,4083,4779,2403,4763,1441,112
4/1/2017,Cat_2,Cat_1,829,46,29,1097,760,42,NA,450,63,271,235,934,997,526,999,352,56
4/1/2017,Cat_4,Cat_1,3694,101,42,4643,822,92,NA,1082,202,425,446,1741,2403,1296,1932,179,77
4/1/2017,Cat_1,Cat_10,185,32,31,451,361,29,NA,624,62,59,402,518,673,287,599,172,31
4/1/2017,Cat_2,Cat_10,350,40,43,620,520,32,NA,1452,45,124,482,319,356,254,302,116,30
4/1/2017,Cat_4,Cat_10,963,81,33,2590,1185,32,NA,6514,64,357,2106,1592,2096,914,1827,95,42
4/1/2017,Cat_1,Cat_2,24755,2949,387,36978,36573,570,112,12408,6540,14009,11788,99503,112593,53060,109215,30527,2233
4/1/2017,Cat_2,Cat_2,5973,588,62,8650,12179,128,NA,3213,1605,4337,4409,29347,37916,16711,26943,7237,395
4/1/2017,Cat_4,Cat_2,15320,1280,167,27264,15028,266,43,6866,4213,9583,11234,70748,106421,39993,69445,12040,727
4/1/2017,Cat_1,Cat_3,1008,213,40,1698,1364,69,31,658,201,487,569,1436,1719,1010,1467,508,164
4/1/2017,Cat_2,Cat_3,334,57,32,551,339,42,30,267,58,109,210,364,423,151,308,62,28
4/1/2017,Cat_4,Cat_3,1478,181,29,2346,355,29,29,658,205,366,560,1167,1501,635,1237,164,42
4/1/2017,Cat_1,Cat_4,836,248,56,3409,1690,33,32,712,196,1216,801,2722,3874,1694,2810,1437,185
4/1/2017,Cat_2,Cat_4,156,32,28,649,258,60,NA,132,54,150,137,504,738,351,603,238,100
4/1/2017,Cat_4,Cat_4,450,69,27,3173,366,48,33,1028,96,442,308,1290,1880,822,1527,864,114
4/1/2017,Cat_1,Cat_5,21038,3049,363,28206,34164,294,29,15976,4567,12528,15376,66549,75282,42448,75543,21178,986
4/1/2017,Cat_2,Cat_5,7519,734,93,10488,12357,162,NA,5990,1163,3952,6670,19213,21561,13173,22421,5608,289
4/1/2017,Cat_4,Cat_5,25348,2596,136,39470,14438,284,27,22447,5800,10113,20046,71713,78733,37471,68191,4809,1160
4/1/2017,Cat_1,Cat_6,NA,29,NA,NA,27,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,33,NA
4/1/2017,Cat_1,Cat_7,11780,1422,70,32286,10764,444,40,73935,518,9941,1088,4290,7623,2563,5278,1350,1243
4/1/2017,Cat_2,Cat_7,2424,209,56,12481,2220,63,NA,16894,122,925,374,1328,1842,960,1610,499,65
4/1/2017,Cat_4,Cat_7,12240,816,28,27612,2387,122,28,53692,548,2136,1135,3216,3903,1820,4093,348,90
4/1/2017,Cat_1,Cat_8,21035,3884,301,29138,36756,481,57,8994,6274,17890,24197,114905,143314,63862,130856,49872,2419
4/1/2017,Cat_2,Cat_8,4786,476,73,6520,11628,126,29,1758,1095,4030,8577,26926,30914,16754,31933,9958,597
4/1/2017,Cat_4,Cat_8,14075,2047,210,23204,13880,313,41,8668,5648,8260,29809,100917,158095,54322,115881,25836,1311
4/1/2017,Cat_1,Cat_9,777,469,101,1988,2494,41,NA,594,347,1301,538,4010,5118,2070,4334,1314,165
4/1/2017,Cat_2,Cat_9,599,176,47,1116,2503,59,NA,293,202,675,657,2669,5415,1678,2974,721,62
4/1/2017,Cat_4,Cat_9,1726,284,47,2945,1552,63,30,1226,287,1220,894,8387,13360,4702,8136,642,62
4/2/2017,Cat_1,Cat_1,2333,128,55,3355,2823,76,NA,1209,317,683,1163,4115,4669,2727,4141,1470,116
4/2/2017,Cat_2,Cat_1,860,33,30,1072,926,47,NA,349,129,186,391,1558,1580,901,1612,326,46
4/2/2017,Cat_4,Cat_1,2148,91,27,2930,705,57,NA,761,154,529,687,2039,2423,1369,2263,244,59
4/2/2017,Cat_1,Cat_10,189,28,32,339,533,32,NA,827,68,133,396,447,545,329,553,170,31
4/2/2017,Cat_2,Cat_10,357,67,27,769,799,29,NA,2197,32,156,414,213,334,125,252,97,33
4/2/2017,Cat_4,Cat_10,1204,53,48,3416,1557,27,NA,10099,134,415,2178,1893,2252,1482,2161,155,62
4/2/2017,Cat_1,Cat_2,14639,1545,263,19912,30370,228,27,8008,8598,9642,15796,92883,104782,52349,95094,25898,1202
4/2/2017,Cat_2,Cat_2,5242,438,68,7365,13819,132,NA,2558,2361,3539,5579,34982,44142,18945,32734,8240,335
4/2/2017,Cat_4,Cat_2,13118,1146,178,18705,14380,225,32,5926,5377,6675,13442,84108,104589,47953,77942,12787,834
4/2/2017,Cat_1,Cat_3,488,80,33,717,699,28,28,192,78,369,314,911,1340,652,1162,414,84
4/2/2017,Cat_2,Cat_3,250,30,27,371,356,33,30,142,71,104,140,449,619,303,364,164,28
4/2/2017,Cat_4,Cat_3,547,53,33,979,309,44,32,396,206,112,369,857,993,516,863,85,73
4/2/2017,Cat_1,Cat_4,652,189,75,1430,1516,53,29,602,189,871,841,2293,3088,1638,2499,1349,101
4/2/2017,Cat_2,Cat_4,137,42,31,280,442,33,NA,56,62,219,272,623,769,384,558,278,46
4/2/2017,Cat_4,Cat_4,357,126,29,1054,383,53,27,526,167,431,454,1704,2315,1140,1981,810,62
4/2/2017,Cat_1,Cat_5,18369,2022,403,22311,35026,199,28,12918,7275,12050,16299,79547,84005,51289,78379,23149,1209
4/2/2017,Cat_2,Cat_5,6862,522,96,8958,12209,158,NA,6928,1833,2805,6412,23144,27836,15590,24250,6989,410
4/2/2017,Cat_4,Cat_5,21719,3151,209,37181,15655,300,43,28460,8724,8417,22848,87066,109566,48892,97918,6629,1134
4/2/2017,Cat_1,Cat_6,NA,33,NA,NA,32,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,33,NA
4/2/2017,Cat_1,Cat_7,6069,734,71,17345,9700,178,28,99721,378,11545,1041,3746,4962,1929,4037,1385,312
4/2/2017,Cat_2,Cat_7,1102,178,30,4551,1310,41,NA,29417,99,803,665,1532,1684,943,1561,624,59
4/2/2017,Cat_4,Cat_7,3580,832,58,8861,1179,71,32,74617,462,1738,1051,3475,3763,1724,3315,319,102
4/2/2017,Cat_1,Cat_8,15973,2575,431,23293,43842,262,30,7689,10407,16720,33057,123975,135732,65636,143506,52466,1479
4/2/2017,Cat_2,Cat_8,4779,498,80,6846,13998,132,27,1792,1877,3777,9539,31953,41468,19918,35630,11703,461
4/2/2017,Cat_4,Cat_8,13826,1965,196,19720,19691,414,56,8377,10535,8609,35770,149924,174849,71561,142259,26018,1744
4/2/2017,Cat_1,Cat_9,433,86,32,723,1291,40,NA,350,304,291,398,2792,3999,1632,3167,719,114
4/2/2017,Cat_2,Cat_9,469,73,47,862,1723,30,NA,394,204,237,482,3283,5501,1899,2562,709,99
4/2/2017,Cat_4,Cat_9,729,216,29,1582,1303,59,46,697,616,814,807,10925,11795,5408,7074,612,62
4/3/2017,Cat_1,Cat_1,4132,188,45,5119,3704,111,NA,2049,556,1324,1655,6204,7837,3639,7816,2443,190
4/3/2017,Cat_2,Cat_1,675,63,30,764,721,47,NA,278,120,199,238,1028,1352,757,1095,238,54
4/3/2017,Cat_4,Cat_1,2113,59,28,2707,866,56,NA,486,176,316,633,2185,2597,1177,2037,158,31
4/3/2017,Cat_1,Cat_10,187,47,32,374,284,30,NA,352,79,63,269,347,465,295,415,151,42
4/3/2017,Cat_2,Cat_10,229,42,33,365,339,27,NA,1114,27,128,345,175,237,61,213,66,44
4/3/2017,Cat_4,Cat_10,610,61,30,1743,694,32,NA,5220,137,205,1238,1135,1629,720,1277,180,47
4/3/2017,Cat_1,Cat_2,30695,2693,355,42033,48405,497,30,14925,9581,15239,18900,118612,138741,68943,129740,34651,2482
4/3/2017,Cat_2,Cat_2,3862,437,66,5794,9330,57,NA,2429,1332,2573,4064,20987,30634,12069,22276,5267,247
4/3/2017,Cat_4,Cat_2,10798,1462,223,18453,13282,352,32,6478,5725,6766,11829,72426,99058,34093,62474,9343,591
4/3/2017,Cat_1,Cat_3,592,99,54,889,570,43,31,292,142,706,427,1424,1732,698,1274,385,66
4/3/2017,Cat_2,Cat_3,64,28,33,197,141,28,27,132,32,48,84,113,175,59,110,61,33
4/3/2017,Cat_4,Cat_3,359,60,31,618,112,46,29,252,112,130,231,781,931,444,702,58,40
4/3/2017,Cat_1,Cat_4,1231,260,40,1930,1897,29,28,790,199,1347,963,3758,4908,2350,4107,1843,174
4/3/2017,Cat_2,Cat_4,127,42,33,286,282,47,NA,57,83,80,172,475,594,333,558,181,32
4/3/2017,Cat_4,Cat_4,305,82,32,1219,264,40,31,316,93,418,448,1545,2179,755,1898,635,59
4/3/2017,Cat_1,Cat_5,27315,2756,472,34797,39326,268,27,20692,8025,13266,20353,101214,109431,50615,98580,31146,1411
4/3/2017,Cat_2,Cat_5,5135,559,94,7675,10476,130,NA,5921,1304,2443,4872,17993,20245,12423,19529,4088,322
4/3/2017,Cat_4,Cat_5,17842,2643,107,30763,12516,368,45,32813,7166,8112,17843,67382,92861,35842,71800,5227,654
4/3/2017,Cat_1,Cat_6,NA,31,NA,NA,33,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,43,NA
4/3/2017,Cat_1,Cat_7,7545,1427,83,20582,9497,208,31,124685,442,10397,1163,4634,6466,2446,4975,1594,251
4/3/2017,Cat_2,Cat_7,1070,218,48,4089,1403,46,NA,36398,87,777,427,1026,1439,564,1230,422,62
4/3/2017,Cat_4,Cat_7,5385,1031,48,12035,1203,95,47,132683,409,2217,762,2839,3658,1461,2698,213,101
4/3/2017,Cat_1,Cat_8,27870,3805,670,42133,56628,428,60,12333,13828,21380,44848,159909,190341,86937,187183,64763,2431
4/3/2017,Cat_2,Cat_8,3792,461,94,5282,10013,120,28,1631,1378,2820,7526,26705,34764,15204,26227,8778,235
4/3/2017,Cat_4,Cat_8,13813,1700,192,24918,18608,413,42,7048,10076,9468,27439,114910,168358,56367,127888,18597,1435
4/3/2017,Cat_1,Cat_9,810,158,75,1180,1768,58,NA,424,247,513,663,3711,4137,1722,3257,960,73
4/3/2017,Cat_2,Cat_9,254,83,33,612,1221,30,NA,329,192,208,291,2383,3119,1182,1872,423,46
4/3/2017,Cat_4,Cat_9,582,116,31,1374,1141,30,31,715,429,641,459,8020,8995,3615,5091,348,48
4/4/2017,Cat_1,Cat_1,3333,222,54,4639,3525,80,NA,2263,646,1393,1793,7553,8617,4706,7190,2216,115
4/4/2017,Cat_2,Cat_1,513,29,32,692,691,33,NA,364,100,132,192,921,1041,498,809,293,54
4/4/2017,Cat_4,Cat_1,1600,44,45,2532,650,66,NA,1057,126,378,482,1676,2288,1020,1943,86,41
4/4/2017,Cat_1,Cat_10,258,42,29,568,614,29,NA,1305,75,210,236,604,600,412,528,204,42
4/4/2017,Cat_2,Cat_10,215,29,27,264,459,28,NA,1000,59,86,300,145,223,96,161,102,32
4/4/2017,Cat_4,Cat_10,710,54,30,1444,1032,29,NA,6379,62,262,1146,1169,1698,776,1292,93,28
4/4/2017,Cat_1,Cat_2,24568,2484,268,31193,42063,337,45,11002,11195,17154,16521,117238,150476,69293,127143,38842,2019
4/4/2017,Cat_2,Cat_2,2828,451,46,4986,10116,40,NA,2340,1577,2490,3677,20793,27994,11769,21492,4783,326
4/4/2017,Cat_4,Cat_2,8365,1060,141,13600,11010,276,32,7979,5513,8689,9071,66322,92673,40061,69852,9458,555
4/4/2017,Cat_1,Cat_3,523,124,47,919,820,48,31,210,116,722,338,957,1258,639,1233,341,79
4/4/2017,Cat_2,Cat_3,118,33,28,304,133,30,30,146,27,137,115,173,236,151,184,43,28
4/4/2017,Cat_4,Cat_3,287,61,32,516,171,60,33,210,54,229,254,583,739,362,606,64,58
4/4/2017,Cat_1,Cat_4,1098,195,32,2016,2509,45,29,848,362,1695,1130,3834,4607,2482,4432,2043,156
4/4/2017,Cat_2,Cat_4,98,85,29,284,199,32,NA,64,67,146,95,390,563,200,452,212,27
4/4/2017,Cat_4,Cat_4,360,129,53,1851,528,83,45,974,158,552,415,1728,2630,1094,1951,855,59
4/4/2017,Cat_1,Cat_5,20940,3302,481,32961,44547,238,43,18935,9517,15372,18400,92746,108995,55754,95761,30264,1122
4/4/2017,Cat_2,Cat_5,5158,476,95,6866,9676,112,NA,4834,1415,2801,4787,16864,22596,10403,18162,4369,256
4/4/2017,Cat_4,Cat_5,16992,3399,83,29788,15637,247,33,26170,8563,8641,16988,77093,88391,43428,74831,5424,711
4/4/2017,Cat_1,Cat_6,NA,33,NA,NA,28,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,31,NA
4/4/2017,Cat_1,Cat_7,8950,1991,116,26030,12240,273,30,101257,532,17882,1738,5420,7179,3355,5372,1960,220
4/4/2017,Cat_2,Cat_7,1020,218,63,4167,1196,33,NA,23727,113,805,520,1091,1287,757,1075,301,53
4/4/2017,Cat_4,Cat_7,6468,1435,71,15285,1501,166,27,105308,397,3050,1102,3080,4547,2101,3788,298,146
4/4/2017,Cat_1,Cat_8,29953,3382,488,39049,54186,364,55,11026,16013,23879,40489,168937,212296,90381,196913,65364,2096
4/4/2017,Cat_2,Cat_8,3191,425,120,4288,9453,129,28,1843,1644,3016,7097,26599,30960,16376,24499,8587,335
4/4/2017,Cat_4,Cat_8,16903,1779,212,28850,17151,410,41,7965,9895,9099,24902,129750,148955,58992,119385,22476,1276
4/4/2017,Cat_1,Cat_9,516,144,45,1169,1597,33,NA,267,414,546,499,2582,3696,1452,2883,792,80
4/4/2017,Cat_2,Cat_9,239,137,42,543,997,31,NA,197,153,225,197,2013,3127,1115,1537,292,43
4/4/2017,Cat_4,Cat_9,497,157,33,1352,778,27,28,1099,320,711,528,7348,9887,4206,4379,409,41
4/5/2017,Cat_1,Cat_1,3036,169,67,4392,3018,151,NA,1701,627,1305,1822,6374,8370,4382,7059,2257,125
4/5/2017,Cat_2,Cat_1,484,57,29,578,796,71,NA,339,115,209,181,830,941,553,938,251,61
4/5/2017,Cat_4,Cat_1,1253,82,48,1773,532,78,NA,881,132,313,428,2220,2441,1211,1899,163,41
4/5/2017,Cat_1,Cat_10,153,46,29,431,364,33,NA,843,56,151,224,374,475,243,429,109,30
4/5/2017,Cat_2,Cat_10,209,32,30,338,568,30,NA,1573,31,114,343,156,224,100,200,54,32
4/5/2017,Cat_4,Cat_10,699,28,33,1378,797,30,NA,6066,59,180,1092,1203,1399,654,1304,111,48
4/5/2017,Cat_1,Cat_2,18306,2427,324,27309,37074,408,44,11025,9730,15704,17790,122059,136283,69218,124026,30435,1898
4/5/2017,Cat_2,Cat_2,2912,377,53,4531,7790,74,NA,2047,1484,2882,3652,20832,28976,13467,20798,5234,220
4/5/2017,Cat_4,Cat_2,8706,886,128,15481,10115,242,28,6264,5521,8295,11473,66835,96861,39277,60630,9253,875
4/5/2017,Cat_1,Cat_3,616,150,40,1119,1681,32,28,407,355,6187,855,1983,2727,1527,2597,1016,60
4/5/2017,Cat_2,Cat_3,111,32,33,236,478,47,31,117,133,1238,150,287,334,213,265,75,32
4/5/2017,Cat_4,Cat_3,427,72,27,810,543,31,30,325,424,4425,421,1500,1713,892,1418,127,57
4/5/2017,Cat_1,Cat_4,1067,179,80,1855,2235,33,29,1005,318,1283,1245,4234,6154,3215,5113,2457,221
4/5/2017,Cat_2,Cat_4,132,65,30,270,319,32,NA,176,75,119,93,595,954,435,445,230,56
4/5/2017,Cat_4,Cat_4,303,99,31,1857,388,65,46,1002,195,566,690,2303,3245,1517,2185,783,67
4/5/2017,Cat_1,Cat_5,21977,2968,406,31122,43061,248,28,17618,8941,15199,19297,90988,114091,56891,103998,27850,1125
4/5/2017,Cat_2,Cat_5,4355,438,79,6770,10898,148,NA,5664,1640,2987,4691,20541,21187,12809,18444,4290,183
4/5/2017,Cat_4,Cat_5,16017,3444,114,29704,12085,301,31,30613,7953,9360,16595,77948,101215,42973,76279,6836,898
4/5/2017,Cat_1,Cat_6,NA,27,NA,NA,32,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,32,NA
4/5/2017,Cat_1,Cat_7,8997,2182,127,28568,14128,340,33,83461,606,18621,1970,6322,7725,3373,6002,1856,278
4/5/2017,Cat_2,Cat_7,1096,185,28,4099,1341,62,NA,30742,134,791,328,1246,1446,651,1198,294,62
4/5/2017,Cat_4,Cat_7,5398,1029,28,14780,1268,114,27,83105,486,2978,975,3710,5126,2178,3973,362,184
4/5/2017,Cat_1,Cat_8,27835,3600,507,36888,54174,381,29,10911,15316,21854,38871,156723,194923,89987,180827,65584,2175
4/5/2017,Cat_2,Cat_8,2701,280,62,4295,10520,95,33,1655,1430,3040,6043,23706,31379,16482,23912,8614,214
4/5/2017,Cat_4,Cat_8,13275,1556,77,26155,13247,347,33,7616,10278,10014,30656,111972,155108,57303,137521,19286,1108
4/5/2017,Cat_1,Cat_9,474,122,40,945,1407,32,NA,318,316,472,441,2650,3827,1510,2992,795,47
4/5/2017,Cat_2,Cat_9,165,73,27,430,803,47,NA,206,161,155,251,1793,2834,881,1240,336,62
4/5/2017,Cat_4,Cat_9,495,130,31,1437,802,53,27,772,479,447,285,6621,8075,4112,4290,382,41
4/6/2017,Cat_1,Cat_1,2521,171,47,3127,3021,94,NA,1501,568,1349,1709,5865,7759,3747,6053,2202,96
4/6/2017,Cat_2,Cat_1,475,27,32,722,741,28,NA,387,59,253,289,1049,1195,739,979,269,33
4/6/2017,Cat_4,Cat_1,1462,59,30,2070,504,99,NA,943,171,287,452,2322,2617,1219,2367,223,46
4/6/2017,Cat_1,Cat_10,288,33,29,609,531,30,NA,1043,70,213,453,747,969,462,728,269,40
4/6/2017,Cat_2,Cat_10,510,70,33,1532,933,63,NA,3388,31,198,514,373,496,197,446,156,48
4/6/2017,Cat_4,Cat_10,1734,74,28,8682,2039,30,NA,15794,266,596,1935,2551,3048,1660,2804,173,62
4/6/2017,Cat_1,Cat_2,18223,2250,382,23860,36266,298,29,8715,10976,14474,18396,127459,158555,71849,134646,32705,1918
4/6/2017,Cat_2,Cat_2,2506,393,83,4927,9420,114,NA,1800,1484,2562,3224,22982,30721,12912,20205,4848,210
4/6/2017,Cat_4,Cat_2,8819,969,110,13015,11106,305,44,6598,4792,7565,10673,70881,94594,37157,71805,11586,1849
4/6/2017,Cat_1,Cat_3,536,186,67,1112,1255,32,48,189,202,1036,399,1676,2016,941,1629,417,59
4/6/2017,Cat_2,Cat_3,192,32,28,419,308,40,29,193,84,215,111,401,414,269,367,104,30
4/6/2017,Cat_4,Cat_3,453,191,33,1939,678,159,33,437,259,884,760,2019,2233,1179,2044,315,133
4/6/2017,Cat_1,Cat_4,895,199,30,1434,2556,53,28,963,280,1240,1009,5709,6432,4137,5112,2069,229
4/6/2017,Cat_2,Cat_4,84,42,42,311,218,41,NA,72,76,128,163,563,668,452,482,186,33
4/6/2017,Cat_4,Cat_4,270,111,45,1777,341,33,27,765,209,442,553,2758,3452,1872,2419,737,58
4/6/2017,Cat_1,Cat_5,19645,2938,604,29047,43587,247,46,17045,9868,12309,21650,98118,106054,57756,102770,30266,1026
4/6/2017,Cat_2,Cat_5,4321,464,48,7168,10188,59,NA,5308,1456,2319,4371,18324,22841,11464,20030,4800,276
4/6/2017,Cat_4,Cat_5,15289,3438,150,29639,12001,308,62,26319,8170,8537,17308,71807,89820,44386,79111,8021,603
4/6/2017,Cat_1,Cat_6,NA,33,NA,NA,30,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,27,NA
4/6/2017,Cat_1,Cat_7,7337,2652,65,28041,13017,339,56,63972,760,20217,1616,6268,8059,3228,6703,1949,321
4/6/2017,Cat_2,Cat_7,748,240,27,3942,1320,58,NA,29206,85,860,500,1132,1348,613,1057,289,60
4/6/2017,Cat_4,Cat_7,4883,1287,45,14786,1558,148,30,86146,314,3266,1125,3254,4944,1685,3731,308,59
4/6/2017,Cat_1,Cat_8,26133,3234,505,33610,50588,355,43,10415,14575,19106,37796,175563,212937,106565,211237,59295,2154
4/6/2017,Cat_2,Cat_8,3301,419,47,4940,10126,61,32,1982,1715,2931,6325,24758,30520,15782,26045,7987,295
4/6/2017,Cat_4,Cat_8,16726,1839,131,26571,16739,370,44,7946,10168,10169,25261,135549,172137,62716,134560,23006,864
4/6/2017,Cat_1,Cat_9,317,227,60,793,1643,61,NA,245,120,420,728,3021,3863,1530,3009,907,94
4/6/2017,Cat_2,Cat_9,189,81,45,304,1195,33,NA,209,99,199,206,2175,3066,1149,1441,405,30
4/6/2017,Cat_4,Cat_9,234,62,33,1031,670,54,32,692,364,441,375,7155,9140,3987,4552,328,29
4/7/2017,Cat_1,Cat_1,2656,196,61,3498,3112,100,NA,1586,384,1083,1691,5244,6646,3437,6115,1864,155
4/7/2017,Cat_2,Cat_1,316,47,29,407,747,46,NA,284,61,127,249,929,1062,712,927,189,45
4/7/2017,Cat_4,Cat_1,1295,64,31,1941,522,96,NA,815,201,248,406,1810,2240,1070,1733,153,62
4/7/2017,Cat_1,Cat_10,265,40,32,440,444,48,NA,1083,60,151,206,501,617,257,502,158,28
4/7/2017,Cat_2,Cat_10,507,54,27,1042,1037,54,NA,4827,41,237,319,258,363,187,244,66,30
4/7/2017,Cat_4,Cat_10,1466,46,30,7452,1425,41,NA,21773,138,584,1175,2143,2591,1256,2298,123,68
4/7/2017,Cat_1,Cat_2,14812,1977,265,19263,29538,351,29,7891,7616,11351,14838,96687,130448,57009,114883,31243,1364
4/7/2017,Cat_2,Cat_2,2299,291,63,3489,8786,81,NA,1962,1427,1913,3184,21578,25165,13301,19431,4493,280
4/7/2017,Cat_4,Cat_2,6049,797,110,10128,9383,176,27,5887,4866,8271,9945,61140,100538,37282,62112,10581,1630
4/7/2017,Cat_1,Cat_3,1001,156,62,3778,2140,71,33,880,620,997,1028,1631,2343,1176,2090,601,92
