Date,CategoricalFeature1,CategoricalFeature2,Activity1,Activity2,Target,Activity3,Activity4,Activity5,Activity6,Activity7,Activity8,Activity9,Activity10,Activity11,Activity12,Activity13,Activity14,Activity15,Activity16
3/17/2016,Cat_3,Cat_10,NA,2104,56,8782,874,NA,NA,772,NA,111,207,386,497,247,NA,79,NA
3/17/2016,Cat_4,Cat_10,NA,343,45,83369,2626,NA,NA,11718,NA,1998,4678,2870,4474,1625,NA,73,NA
3/17/2016,Cat_1,Cat_2,NA,89750,769,26615,33184,NA,NA,13271,NA,13381,17196,101701,111554,48540,NA,14935,NA
3/17/2016,Cat_3,Cat_2,NA,21803,125,3968,6504,NA,NA,1476,NA,1494,2607,15279,18828,9026,NA,2275,NA
3/17/2016,Cat_4,Cat_2,NA,2157,235,20489,20024,NA,NA,6895,NA,12266,30145,52079,89718,26953,NA,12030,NA
3/17/2016,Cat_1,Cat_3,NA,47191,450,3537,3040,NA,NA,423,NA,1768,1549,6043,7095,4256,NA,915,NA
3/17/2016,Cat_3,Cat_3,NA,16027,136,547,542,NA,NA,67,NA,292,202,903,1121,701,NA,130,NA
3/17/2016,Cat_4,Cat_3,NA,877,139,6497,2497,NA,NA,290,NA,4040,1986,4285,6708,2240,NA,209,NA
3/17/2016,Cat_1,Cat_4,NA,10303,85,2644,3371,NA,NA,2798,NA,1340,1791,7034,8677,3866,NA,2111,NA
3/17/2016,Cat_3,Cat_4,NA,1219,29,364,450,NA,NA,174,NA,128,199,748,745,403,NA,283,NA
3/17/2016,Cat_4,Cat_4,NA,762,28,2714,1501,NA,NA,2128,NA,3011,6524,3542,6130,1761,NA,788,NA
3/17/2016,Cat_1,Cat_5,NA,107829,959,42432,40398,NA,NA,10906,NA,11197,25087,100571,123297,59940,NA,25931,NA
3/17/2016,Cat_3,Cat_5,NA,21731,126,5778,6957,NA,NA,2008,NA,1660,4478,14989,16751,8888,NA,3211,NA
3/17/2016,Cat_4,Cat_5,NA,3129,210,29883,13614,NA,NA,10799,NA,8446,26580,37981,51533,22413,NA,4261,NA
3/17/2016,Cat_1,Cat_6,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/17/2016,Cat_1,Cat_7,NA,19087,192,24640,9686,NA,NA,20190,NA,2357,4937,11438,15750,7184,NA,2367,NA
3/17/2016,Cat_3,Cat_7,NA,2828,43,1902,899,NA,NA,1421,NA,202,566,1023,1492,582,NA,196,NA
3/17/2016,Cat_4,Cat_7,NA,869,59,21845,1350,NA,NA,53415,NA,5295,2998,2402,3527,1294,NA,247,NA
3/17/2016,Cat_1,Cat_8,NA,222375,1005,50858,64409,NA,NA,13447,NA,24741,51810,156227,204481,102414,NA,64197,NA
3/17/2016,Cat_3,Cat_8,NA,38106,158,5937,8734,NA,NA,1421,NA,1953,6349,27172,28809,14903,NA,8097,NA
3/17/2016,Cat_4,Cat_8,NA,3242,493,30675,27590,NA,NA,3795,NA,19084,54276,111657,154278,57942,NA,25312,NA
3/17/2016,Cat_1,Cat_9,NA,4084,61,2242,3422,NA,NA,610,NA,987,1265,5622,6446,3055,NA,1244,NA
3/17/2016,Cat_3,Cat_9,NA,3876,73,920,2960,NA,NA,217,NA,1018,1084,3551,5012,2101,NA,676,NA
3/17/2016,Cat_4,Cat_9,NA,1418,71,3949,8329,NA,NA,685,NA,4665,6642,7067,15274,3642,NA,291,NA
3/18/2016,Cat_1,Cat_1,NA,7954,46,4023,3620,NA,NA,1562,NA,1356,1625,7000,8753,4106,NA,1600,NA
3/18/2016,Cat_3,Cat_1,NA,1106,28,680,617,NA,NA,271,NA,127,128,735,822,528,NA,189,NA
3/18/2016,Cat_4,Cat_1,NA,93,41,1677,686,NA,NA,452,NA,405,1129,1972,2658,1062,NA,53,NA
3/18/2016,Cat_1,Cat_10,NA,2345,31,5926,1230,NA,NA,1643,NA,158,567,1063,1370,660,NA,175,NA
3/18/2016,Cat_3,Cat_10,NA,2665,42,9754,854,NA,NA,1095,NA,111,296,429,637,214,NA,127,NA
3/18/2016,Cat_4,Cat_10,NA,337,57,78019,2779,NA,NA,10227,NA,1809,5655,3530,4370,1869,NA,110,NA
3/18/2016,Cat_1,Cat_2,NA,87169,751,25923,31815,NA,NA,12718,NA,12100,18839,91264,120925,57099,NA,14928,NA
3/18/2016,Cat_3,Cat_2,NA,18513,62,4130,6773,NA,NA,2144,NA,1487,2424,15887,17538,9669,NA,2216,NA
3/18/2016,Cat_4,Cat_2,NA,2014,305,19947,17802,NA,NA,7532,NA,11015,32732,60929,86964,32148,NA,14110,NA
3/18/2016,Cat_1,Cat_3,NA,31900,351,4583,6475,NA,NA,668,NA,1390,4255,11781,13448,7632,NA,2358,NA
3/18/2016,Cat_3,Cat_3,NA,10807,83,959,1568,NA,NA,109,NA,299,959,2276,2852,1312,NA,407,NA
3/18/2016,Cat_4,Cat_3,NA,728,89,12365,4223,NA,NA,322,NA,3115,6069,7790,12835,4516,NA,269,NA
3/18/2016,Cat_1,Cat_4,NA,10106,71,2618,3698,NA,NA,3554,NA,1789,2093,6725,7772,4363,NA,2437,NA
3/18/2016,Cat_3,Cat_4,NA,1344,27,303,355,NA,NA,122,NA,112,208,663,727,445,NA,192,NA
3/18/2016,Cat_4,Cat_4,NA,663,27,2846,1652,NA,NA,2399,NA,3043,7279,3749,6461,1940,NA,780,NA
3/18/2016,Cat_1,Cat_5,NA,118774,695,38881,43896,NA,NA,12487,NA,10539,27110,89833,108757,57530,NA,23864,NA
3/18/2016,Cat_3,Cat_5,NA,23184,132,6832,8706,NA,NA,2409,NA,1688,4638,17048,17408,9626,NA,4289,NA
3/18/2016,Cat_4,Cat_5,NA,2673,244,29427,15552,NA,NA,13833,NA,10120,25938,40868,59195,20153,NA,4174,NA
3/18/2016,Cat_1,Cat_6,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/2016,Cat_1,Cat_7,NA,18113,184,18979,10739,NA,NA,15219,NA,2294,5149,12545,17929,7570,NA,1995,NA
3/18/2016,Cat_3,Cat_7,NA,3284,60,2463,1206,NA,NA,1320,NA,334,915,1419,1760,941,NA,246,NA
3/18/2016,Cat_4,Cat_7,NA,831,30,26352,1221,NA,NA,78276,NA,5145,3115,1890,2916,967,NA,260,NA
3/18/2016,Cat_1,Cat_8,NA,212264,868,45972,63779,NA,NA,12986,NA,23845,54751,171635,206226,97353,NA,64714,NA
3/18/2016,Cat_3,Cat_8,NA,41167,170,7520,11223,NA,NA,1766,NA,2164,7605,26576,28259,16805,NA,9382,NA
3/18/2016,Cat_4,Cat_8,NA,3204,229,39524,30360,NA,NA,5134,NA,19852,54740,104670,169269,59990,NA,27691,NA
3/18/2016,Cat_1,Cat_9,NA,3749,117,2387,3419,NA,NA,836,NA,859,1280,5099,6741,3564,NA,1324,NA
3/18/2016,Cat_3,Cat_9,NA,3751,31,919,3517,NA,NA,188,NA,1029,1041,3702,5243,2693,NA,730,NA
3/18/2016,Cat_4,Cat_9,NA,1742,176,4743,8524,NA,NA,956,NA,5583,7308,8653,16605,4202,NA,188,NA
3/19/2016,Cat_1,Cat_1,NA,2698,129,3606,2982,NA,NA,1442,NA,1020,1578,5459,7629,4105,NA,1454,NA
3/19/2016,Cat_3,Cat_1,NA,858,32,689,583,NA,NA,321,NA,122,284,1048,1445,778,NA,386,NA
3/19/2016,Cat_4,Cat_1,NA,193,62,1828,984,NA,NA,568,NA,739,1285,2313,3115,1098,NA,128,NA
3/19/2016,Cat_1,Cat_10,NA,882,28,6811,1463,NA,NA,1631,NA,300,538,931,1168,609,NA,260,NA
3/19/2016,Cat_3,Cat_10,NA,798,32,12307,838,NA,NA,1143,NA,89,309,552,779,345,NA,190,NA
3/19/2016,Cat_4,Cat_10,NA,210,30,86410,2732,NA,NA,12653,NA,2243,6075,2917,4514,1440,NA,85,NA
3/19/2016,Cat_1,Cat_2,NA,29123,377,27811,31304,NA,NA,13467,NA,10260,16946,95642,107561,51641,NA,14461,NA
3/19/2016,Cat_3,Cat_2,NA,9365,149,6343,8824,NA,NA,2340,NA,2155,3168,20274,26459,13147,NA,2974,NA
3/19/2016,Cat_4,Cat_2,NA,2080,242,27192,24600,NA,NA,10389,NA,14318,33740,76336,109393,39035,NA,17726,NA
3/19/2016,Cat_1,Cat_3,NA,7156,148,3774,3859,NA,NA,592,NA,858,1724,8583,10116,6475,NA,1151,NA
3/19/2016,Cat_3,Cat_3,NA,2805,44,833,1286,NA,NA,116,NA,277,496,3182,3696,1903,NA,306,NA
3/19/2016,Cat_4,Cat_3,NA,382,93,6538,2859,NA,NA,165,NA,1572,3101,4753,6749,2733,NA,187,NA
3/19/2016,Cat_1,Cat_4,NA,3250,54,2858,3613,NA,NA,3705,NA,1382,2166,6692,8360,4288,NA,2023,NA
3/19/2016,Cat_3,Cat_4,NA,700,30,702,704,NA,NA,157,NA,133,271,900,1011,546,NA,324,NA
3/19/2016,Cat_4,Cat_4,NA,668,63,4593,1819,NA,NA,2461,NA,3288,7589,4578,7049,2656,NA,741,NA
3/19/2016,Cat_1,Cat_5,NA,37883,742,42722,43686,NA,NA,11488,NA,11686,23260,86921,109996,56242,NA,29754,NA
3/19/2016,Cat_3,Cat_5,NA,12813,187,8761,11119,NA,NA,3187,NA,2232,7206,20785,28635,16531,NA,5604,NA
3/19/2016,Cat_4,Cat_5,NA,3364,402,39047,18324,NA,NA,15004,NA,10502,31806,53861,74886,28070,NA,4895,NA
3/19/2016,Cat_1,Cat_6,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/19/2016,Cat_1,Cat_7,NA,7463,110,23966,9355,NA,NA,23208,NA,2744,4261,12228,15422,7216,NA,2073,NA
3/19/2016,Cat_3,Cat_7,NA,2129,32,2951,1267,NA,NA,1301,NA,306,831,1737,2673,1246,NA,305,NA
3/19/2016,Cat_4,Cat_7,NA,1034,33,24156,1698,NA,NA,65043,NA,4792,3614,2432,3362,1246,NA,401,NA
3/19/2016,Cat_1,Cat_8,NA,72731,728,60538,53968,NA,NA,12908,NA,20294,52375,143231,200705,91902,NA,57009,NA
3/19/2016,Cat_3,Cat_8,NA,21044,202,9117,13456,NA,NA,2364,NA,3129,9979,32892,41329,23912,NA,12479,NA
3/19/2016,Cat_4,Cat_8,NA,3411,339,51475,36181,NA,NA,5632,NA,20993,62632,126485,207237,70721,NA,35485,NA
3/19/2016,Cat_1,Cat_9,NA,1869,55,3273,4001,NA,NA,1041,NA,1153,1282,6056,7856,3169,NA,1437,NA
3/19/2016,Cat_3,Cat_9,NA,1869,48,1520,5064,NA,NA,293,NA,1421,1672,3646,6111,2731,NA,1060,NA
3/19/2016,Cat_4,Cat_9,NA,1369,244,5404,8653,NA,NA,721,NA,5822,7233,7244,16733,3520,NA,250,NA
3/20/2016,Cat_1,Cat_1,NA,6877,62,3205,3397,NA,NA,1503,NA,1025,1740,6675,7872,4276,NA,1647,NA
3/20/2016,Cat_3,Cat_1,NA,2445,31,798,820,NA,NA,327,NA,272,221,1378,1550,835,NA,243,NA
3/20/2016,Cat_4,Cat_1,NA,127,29,1487,847,NA,NA,470,NA,398,990,1972,2643,1159,NA,82,NA
3/20/2016,Cat_1,Cat_10,NA,2279,28,5710,1192,NA,NA,1503,NA,233,687,940,1319,737,NA,266,NA
3/20/2016,Cat_3,Cat_10,NA,3475,47,11339,1212,NA,NA,1064,NA,147,530,767,972,432,NA,206,NA
3/20/2016,Cat_4,Cat_10,NA,353,47,106659,3723,NA,NA,13421,NA,2458,6427,4111,5668,2611,NA,93,NA
3/20/2016,Cat_1,Cat_2,NA,93093,641,21379,31681,NA,NA,13771,NA,9155,16694,99393,109153,58893,NA,15167,NA
3/20/2016,Cat_3,Cat_2,NA,31645,135,6087,10933,NA,NA,2909,NA,3309,3505,23182,28824,16794,NA,3241,NA
3/20/2016,Cat_4,Cat_2,NA,2350,372,25997,24527,NA,NA,8319,NA,14745,34058,85928,110817,38283,NA,17070,NA
3/20/2016,Cat_1,Cat_3,NA,6509,59,1887,2127,NA,NA,327,NA,796,884,3993,4804,2579,NA,692,NA
3/20/2016,Cat_3,Cat_3,NA,2578,48,564,619,NA,NA,101,NA,180,278,1043,1047,644,NA,136,NA
3/20/2016,Cat_4,Cat_3,NA,195,55,3718,1324,NA,NA,268,NA,853,1335,3343,4050,1957,NA,128,NA
3/20/2016,Cat_1,Cat_4,NA,8870,44,2400,3233,NA,NA,2878,NA,1549,2125,7338,9242,4568,NA,2274,NA
3/20/2016,Cat_3,Cat_4,NA,1981,41,475,740,NA,NA,305,NA,171,329,1001,1114,564,NA,377,NA
3/20/2016,Cat_4,Cat_4,NA,1010,65,3903,2091,NA,NA,2259,NA,3748,9703,5012,7570,3008,NA,1037,NA
3/20/2016,Cat_1,Cat_5,NA,106207,852,37212,50806,NA,NA,12198,NA,14363,27703,107081,106242,58393,NA,23764,NA
3/20/2016,Cat_3,Cat_5,NA,39444,213,9635,12307,NA,NA,3555,NA,2942,7235,25092,33644,17779,NA,6241,NA
3/20/2016,Cat_4,Cat_5,NA,2926,206,35638,20144,NA,NA,16321,NA,12365,32158,60593,76762,30873,NA,5076,NA
3/20/2016,Cat_1,Cat_6,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/20/2016,Cat_1,Cat_7,NA,20421,254,20167,10580,NA,NA,19045,NA,2988,4230,12666,17007,7028,NA,2156,NA
3/20/2016,Cat_3,Cat_7,NA,4237,54,2640,1708,NA,NA,1910,NA,400,787,1861,2575,1522,NA,243,NA
3/20/2016,Cat_4,Cat_7,NA,702,61,22591,2143,NA,NA,64712,NA,4019,2756,2840,3783,1536,NA,334,NA
3/20/2016,Cat_1,Cat_8,NA,216477,841,39882,58798,NA,NA,12636,NA,21770,47206,172754,188738,91861,NA,54806,NA
3/20/2016,Cat_3,Cat_8,NA,61491,198,10558,15740,NA,NA,2674,NA,3752,11277,37904,50359,22941,NA,14299,NA
3/20/2016,Cat_4,Cat_8,NA,4519,494,47240,40092,NA,NA,5593,NA,22863,71673,168465,195156,86002,NA,33754,NA
3/20/2016,Cat_1,Cat_9,NA,3542,33,2367,3785,NA,NA,964,NA,1036,1201,6021,7977,3884,NA,1590,NA
3/20/2016,Cat_3,Cat_9,NA,4887,80,1195,5468,NA,NA,343,NA,1443,1447,4424,6040,3392,NA,1112,NA
3/20/2016,Cat_4,Cat_9,NA,1532,117,5431,9774,NA,NA,744,NA,5700,7796,8298,17129,4196,NA,304,NA
3/21/2016,Cat_1,Cat_1,NA,9182,116,4401,4553,NA,NA,2067,NA,1791,1905,7449,7793,4056,NA,1499,NA
3/21/2016,Cat_3,Cat_1,NA,1139,63,530,500,NA,NA,279,NA,138,156,710,961,455,NA,133,NA
3/21/2016,Cat_4,Cat_1,NA,134,42,1659,870,NA,NA,399,NA,558,926,2067,2778,1282,NA,53,NA
3/21/2016,Cat_1,Cat_10,NA,2026,27,5838,1039,NA,NA,1535,NA,111,638,986,1572,681,NA,202,NA
3/21/2016,Cat_3,Cat_10,NA,2712,31,8922,708,NA,NA,991,NA,62,447,438,613,253,NA,175,NA
3/21/2016,Cat_4,Cat_10,NA,346,44,81558,2798,NA,NA,11206,NA,1697,5414,3250,4585,1671,NA,76,NA
3/21/2016,Cat_1,Cat_2,NA,107598,615,28715,40740,NA,NA,15948,NA,14688,17908,94911,118450,57931,NA,16524,NA
3/21/2016,Cat_3,Cat_2,NA,17524,150,4155,6695,NA,NA,1855,NA,1773,2930,15701,18082,9137,NA,1925,NA
3/21/2016,Cat_4,Cat_2,NA,2516,418,23256,19423,NA,NA,9227,NA,11663,27922,63871,95149,32934,NA,13322,NA
3/21/2016,Cat_1,Cat_3,NA,7990,112,2483,2070,NA,NA,297,NA,678,750,4149,4561,2522,NA,637,NA
3/21/2016,Cat_3,Cat_3,NA,1821,62,246,331,NA,NA,61,NA,130,115,484,538,373,NA,77,NA
3/21/2016,Cat_4,Cat_3,NA,224,40,3222,1284,NA,NA,193,NA,632,1258,2614,3713,1470,NA,137,NA
3/21/2016,Cat_1,Cat_4,NA,10252,144,3404,3803,NA,NA,3675,NA,1584,2150,6538,7517,4236,NA,2913,NA
3/21/2016,Cat_3,Cat_4,NA,1055,44,458,308,NA,NA,74,NA,122,208,512,527,277,NA,156,NA
3/21/2016,Cat_4,Cat_4,NA,804,77,4019,1575,NA,NA,3152,NA,4108,8147,3348,5585,2153,NA,990,NA
3/21/2016,Cat_1,Cat_5,NA,128330,1042,44853,50310,NA,NA,13449,NA,13141,27742,114476,134758,61958,NA,24863,NA
3/21/2016,Cat_3,Cat_5,NA,24375,166,6083,8132,NA,NA,2267,NA,1391,4359,14846,18974,10587,NA,3695,NA
3/21/2016,Cat_4,Cat_5,NA,3899,534,32201,16581,NA,NA,17874,NA,9636,26883,42833,63880,22981,NA,4148,NA
3/21/2016,Cat_1,Cat_6,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/2016,Cat_1,Cat_7,NA,22664,265,24190,10779,NA,NA,21303,NA,3174,5168,12141,19090,8288,NA,2133,NA
3/21/2016,Cat_3,Cat_7,NA,3551,45,2441,1220,NA,NA,1549,NA,374,718,1533,1938,1034,NA,228,NA
3/21/2016,Cat_4,Cat_7,NA,836,64,19240,1897,NA,NA,73833,NA,6393,7583,2969,4720,1533,NA,268,NA
3/21/2016,Cat_1,Cat_8,NA,268882,1364,56318,62344,NA,NA,14323,NA,23154,62473,190748,210712,94938,NA,66599,NA
3/21/2016,Cat_3,Cat_8,NA,44173,119,6406,10789,NA,NA,2039,NA,2538,7394,29317,30011,17825,NA,8871,NA
3/21/2016,Cat_4,Cat_8,NA,3488,403,36233,26818,NA,NA,5233,NA,23215,48934,122494,171709,61907,NA,27950,NA
3/21/2016,Cat_1,Cat_9,NA,3739,125,2823,3342,NA,NA,922,NA,922,1099,5495,6529,3204,NA,1475,NA
3/21/2016,Cat_3,Cat_9,NA,4053,97,949,3477,NA,NA,251,NA,891,1190,3595,4670,2387,NA,823,NA
3/21/2016,Cat_4,Cat_9,NA,1607,122,4173,7534,NA,NA,852,NA,6157,6147,5860,14002,3441,NA,214,NA
3/22/2016,Cat_1,Cat_1,NA,7979,99,4052,3810,NA,NA,1902,NA,1682,1591,6764,8264,4846,NA,1711,NA
3/22/2016,Cat_3,Cat_1,NA,1053,31,468,449,NA,NA,241,NA,67,136,734,877,628,NA,113,NA
3/22/2016,Cat_4,Cat_1,NA,61,28,1290,653,NA,NA,549,NA,580,590,1365,2160,884,NA,57,NA
3/22/2016,Cat_1,Cat_10,NA,2288,62,4665,1044,NA,NA,1331,NA,232,448,1101,1267,794,NA,199,NA
3/22/2016,Cat_3,Cat_10,NA,2495,31,7463,676,NA,NA,666,NA,72,282,591,835,545,NA,65,NA
3/22/2016,Cat_4,Cat_10,NA,426,97,74116,2995,NA,NA,11420,NA,1778,4447,3161,3653,1652,NA,105,NA
3/22/2016,Cat_1,Cat_2,NA,107232,735,26287,38174,NA,NA,16018,NA,12786,16663,107576,117455,53548,NA,16571,NA
3/22/2016,Cat_3,Cat_2,NA,17935,112,4056,7421,NA,NA,2076,NA,1704,2411,13035,16463,9480,NA,2066,NA
3/22/2016,Cat_4,Cat_2,NA,2320,321,19024,18935,NA,NA,8929,NA,11386,30268,60911,86113,27613,NA,13978,NA
3/22/2016,Cat_1,Cat_3,NA,3971,133,1205,1291,NA,NA,294,NA,496,489,2421,2815,1574,NA,382,NA
3/22/2016,Cat_3,Cat_3,NA,1525,41,245,339,NA,NA,28,NA,94,174,727,731,498,NA,144,NA
3/22/2016,Cat_4,Cat_3,NA,177,65,1643,825,NA,NA,53,NA,517,860,1705,2504,847,NA,72,NA
3/22/2016,Cat_1,Cat_4,NA,9450,133,3931,3839,NA,NA,3591,NA,1939,2509,7057,8466,3564,NA,2198,NA
3/22/2016,Cat_3,Cat_4,NA,925,32,400,441,NA,NA,119,NA,76,84,512,570,316,NA,186,NA
3/22/2016,Cat_4,Cat_4,NA,813,29,2960,1525,NA,NA,2531,NA,3511,7909,4224,6232,1985,NA,898,NA
3/22/2016,Cat_1,Cat_5,NA,110530,831,41004,45724,NA,NA,13435,NA,14248,28089,95741,126414,57660,NA,24542,NA
3/22/2016,Cat_3,Cat_5,NA,21690,225,5823,6377,NA,NA,2196,NA,1207,4195,14711,16698,10148,NA,3254,NA
3/22/2016,Cat_4,Cat_5,NA,3758,335,33595,17554,NA,NA,19642,NA,9917,26286,40992,54881,21221,NA,4251,NA
3/22/2016,Cat_1,Cat_6,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/22/2016,Cat_1,Cat_7,NA,19501,224,24175,10775,NA,NA,17203,NA,3046,5797,13663,20344,8164,NA,2277,NA
3/22/2016,Cat_3,Cat_7,NA,3021,45,1845,775,NA,NA,1267,NA,314,599,1372,1643,911,NA,219,NA
3/22/2016,Cat_4,Cat_7,NA,881,47,21813,1359,NA,NA,74649,NA,5440,4295,2402,4142,1395,NA,244,NA
3/22/2016,Cat_1,Cat_8,NA,223791,1327,54322,61523,NA,NA,13928,NA,25045,60496,168573,215141,92799,NA,73451,NA
3/22/2016,Cat_3,Cat_8,NA,43601,157,6371,10453,NA,NA,1723,NA,2315,7550,25841,35025,16855,NA,9128,NA
3/22/2016,Cat_4,Cat_8,NA,3305,385,33559,27178,NA,NA,4552,NA,20582,46313,115891,169962,58368,NA,28685,NA
3/22/2016,Cat_1,Cat_9,NA,3024,74,2862,3273,NA,NA,780,NA,1013,1250,5867,6785,3463,NA,1398,NA
3/22/2016,Cat_3,Cat_9,NA,4609,86,711,3521,NA,NA,199,NA,939,1210,3526,4549,2509,NA,690,NA
3/22/2016,Cat_4,Cat_9,NA,1273,186,3976,7293,NA,NA,909,NA,5461,5879,6281,12400,3465,NA,234,NA
3/23/2016,Cat_1,Cat_1,NA,7100,162,4212,3026,NA,NA,1696,NA,1208,1883,6471,7315,4530,NA,1713,NA
3/23/2016,Cat_3,Cat_1,NA,1105,29,494,514,NA,NA,207,NA,187,311,822,921,650,NA,209,NA
3/23/2016,Cat_4,Cat_1,NA,129,47,1348,888,NA,NA,264,NA,520,864,1888,2476,1154,NA,53,NA
3/23/2016,Cat_1,Cat_10,NA,1748,42,3443,814,NA,NA,1406,NA,161,492,1086,1356,671,NA,201,NA
3/23/2016,Cat_3,Cat_10,NA,2142,28,3479,638,NA,NA,685,NA,94,406,431,691,332,NA,118,NA
3/23/2016,Cat_4,Cat_10,NA,233,28,35622,2052,NA,NA,7599,NA,1465,4156,2338,3130,1423,NA,57,NA
3/23/2016,Cat_1,Cat_2,NA,100596,734,25957,31779,NA,NA,14980,NA,12064,17234,108985,111982,54472,NA,14907,NA
3/23/2016,Cat_3,Cat_2,NA,20194,100,3904,6916,NA,NA,1282,NA,1505,2930,14197,17606,9397,NA,2115,NA
3/23/2016,Cat_4,Cat_2,NA,2227,172,19559,20401,NA,NA,8056,NA,11416,28173,63443,88805,33735,NA,13557,NA
3/23/2016,Cat_1,Cat_3,NA,5328,85,1329,1513,NA,NA,346,NA,718,763,2485,2523,1823,NA,511,NA
3/23/2016,Cat_3,Cat_3,NA,1170,28,248,273,NA,NA,42,NA,64,154,447,550,311,NA,44,NA
3/23/2016,Cat_4,Cat_3,NA,201,60,3027,923,NA,NA,100,NA,702,1453,1683,2695,1034,NA,125,NA
3/23/2016,Cat_1,Cat_4,NA,9413,97,2745,2908,NA,NA,3301,NA,1612,2056,5428,7342,3721,NA,2190,NA
3/23/2016,Cat_3,Cat_4,NA,1025,27,256,282,NA,NA,102,NA,47,218,549,545,342,NA,210,NA
3/23/2016,Cat_4,Cat_4,NA,844,65,3056,2050,NA,NA,2358,NA,3984,8969,3955,5949,1947,NA,978,NA
3/23/2016,Cat_1,Cat_5,NA,123999,809,42137,50979,NA,NA,14180,NA,12261,25026,105161,116297,68454,NA,24067,NA
3/23/2016,Cat_3,Cat_5,NA,21662,118,5409,6944,NA,NA,2409,NA,1537,4009,15439,17048,9387,NA,3222,NA
3/23/2016,Cat_4,Cat_5,NA,4297,314,34012,17148,NA,NA,16846,NA,11074,26200,41727,63988,22744,NA,4174,NA
3/23/2016,Cat_1,Cat_6,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/2016,Cat_1,Cat_7,NA,20873,293,21113,9803,NA,NA,15389,NA,2789,6367,10970,17526,7419,NA,2134,NA
3/23/2016,Cat_3,Cat_7,NA,3471,47,2116,1090,NA,NA,1282,NA,372,720,1572,1963,904,NA,187,NA
3/23/2016,Cat_4,Cat_7,NA,793,62,20600,1532,NA,NA,74018,NA,5799,4016,2245,3574,1200,NA,352,NA
3/23/2016,Cat_1,Cat_8,NA,222132,1161,49843,58729,NA,NA,12280,NA,25162,54005,176376,229886,104474,NA,70599,NA
3/23/2016,Cat_3,Cat_8,NA,37413,109,5404,8287,NA,NA,1864,NA,2338,7065,23858,28885,14176,NA,9356,NA
3/23/2016,Cat_4,Cat_8,NA,3562,443,36324,26759,NA,NA,4963,NA,18576,55708,116568,166513,54440,NA,29380,NA
3/23/2016,Cat_1,Cat_9,NA,3311,63,2372,2816,NA,NA,944,NA,1215,1450,5197,7199,3010,NA,1243,NA
3/23/2016,Cat_3,Cat_9,NA,4547,97,1099,3586,NA,NA,283,NA,1219,1403,3376,4726,2711,NA,802,NA
3/23/2016,Cat_4,Cat_9,NA,1235,125,4188,7581,NA,NA,1010,NA,5656,5946,6015,13752,2958,NA,154,NA
3/24/2016,Cat_1,Cat_1,NA,2565,117,4170,3222,NA,NA,1673,NA,1355,2210,6676,8637,3952,NA,1209,NA
3/24/2016,Cat_3,Cat_1,NA,492,27,596,560,NA,NA,163,NA,174,191,1154,1188,735,NA,223,NA
3/24/2016,Cat_4,Cat_1,NA,181,42,1638,668,NA,NA,447,NA,510,1049,2151,3151,1245,NA,78,NA
3/24/2016,Cat_1,Cat_10,NA,939,27,7261,1579,NA,NA,1978,NA,207,554,1266,1395,597,NA,211,NA
3/24/2016,Cat_3,Cat_10,NA,1131,33,8804,684,NA,NA,847,NA,110,448,504,640,259,NA,155,NA
3/24/2016,Cat_4,Cat_10,NA,237,30,67207,2170,NA,NA,10925,NA,1774,5185,3199,4956,1473,NA,96,NA
3/24/2016,Cat_1,Cat_2,NA,30138,509,35052,36760,NA,NA,12788,NA,10761,18579,94184,111241,56925,NA,15036,NA
3/24/2016,Cat_3,Cat_2,NA,7559,77,4995,6656,NA,NA,1850,NA,1922,2470,13394,18867,10431,NA,2432,NA
3/24/2016,Cat_4,Cat_2,NA,1914,280,27747,22256,NA,NA,8440,NA,12451,29111,64204,91169,28059,NA,15658,NA
3/24/2016,Cat_1,Cat_3,NA,3380,58,1678,1394,NA,NA,283,NA,1035,1451,2464,2781,1733,NA,453,NA
3/24/2016,Cat_3,Cat_3,NA,816,33,228,293,NA,NA,81,NA,134,202,375,433,266,NA,86,NA
3/24/2016,Cat_4,Cat_3,NA,112,33,1823,789,NA,NA,136,NA,602,1066,1343,1845,714,NA,101,NA
3/24/2016,Cat_1,Cat_4,NA,3198,55,4431,2935,NA,NA,3186,NA,1266,1866,5892,7304,3887,NA,2132,NA
3/24/2016,Cat_3,Cat_4,NA,573,31,534,374,NA,NA,202,NA,87,157,732,708,429,NA,203,NA
3/24/2016,Cat_4,Cat_4,NA,648,77,4760,1868,NA,NA,2333,NA,3661,7644,4011,6142,2322,NA,847,NA
3/24/2016,Cat_1,Cat_5,NA,39045,755,42740,42970,NA,NA,12787,NA,12738,24537,108775,122768,60484,NA,24754,NA
